CustomerId,Monetary,Recency,Frequency,factor_1,factor_2,factor_3,factor_4
2a9f1edd-16a6-402e-a72f-4a334271368c,119.59,2019-03-24,5,0.52,0.28,0.35404286337019564,0.7386808858100697
48a50d62-6020-462e-b452-a9a646fcf87c,39.46,2019-04-24,4,0.94,0.02,0.776489362152367,0.7833205377460674
0a0f8b39-bd16-4fe7-89f7-9433c54de5f6,39.59,2019-06-14,2,0.54,0.01,0.07601101372912256,0.4065996200066636
285c7611-c0a6-48d7-acfd-be38ed775f42,95.0,2019-06-02,3,0.1,0.14,0.5235375015844622,0.3085015570192364
ac37cb2b-1dc3-486f-8f61-adad7cb7ea1d,170.0,2019-02-10,5,0.73,0.72,0.22848452095000027,0.18987608465796413
3fba2e0c-cbd3-4298-974f-2aa9021b2c22,60.08,2019-03-26,1,0.78,0.22,0.8902790336117024,0.5872148105179695
8aff64ab-5ae2-4074-8e70-9e360b9f2585,895.0,2019-05-10,35,0.18,0.13,0.99842453106494,0.04017651196962713
8e8f02b5-7c3f-435c-885b-f7b38d642a73,44.33,2019-04-25,3,0.63,0.42,0.9006162724762742,0.39818564766567
9a12fdc4-d011-44d7-8b80-4b86d50239f6,16.77,2019-01-04,2,0.8,0.17,0.19204348675832972,0.35417702267632223
c716d560-56e9-43b7-b8f4-1a38b6d532f3,17.47,2019-01-27,2,0.35,0.32,0.8865859373508713,0.3088308348588028
3925c83e-1f7b-46fa-849e-551cf1514969,3.58,2019-06-09,1,0.97,0.56,0.3966474810466877,0.6334502669216826
e9579bbf-583e-4170-860d-a17f77651d32,130.0,2019-06-16,4,0.98,0.39,0.7643151061113855,0.6702567184903112
503b0c6a-e22b-45d0-a5f5-96db3a88f1b6,19.71,2019-05-05,1,0.4,0.51,0.22838958008428778,0.8649317915300285
ae278be5-3b87-4963-9f56-8a712174a487,28.86,2019-04-14,3,0.79,0.79,0.3767256530280505,0.08432196158089911
29f6e7bc-7c57-48d3-9b9c-3786d33fc8b4,25.01,2019-06-09,3,0.69,0.54,0.08277067173372277,0.6410954428411975
16a26a97-2dac-41c6-8444-e3a57a6e3ed9,19.83,2019-04-11,1,0.16,0.84,0.9086217769640069,0.2738704988915125
8900df0a-f093-4dee-8f74-c5377da55820,14.42,2019-06-14,1,0.23,0.18,0.7014118690542542,0.15968695175150505
92d82390-1008-4631-910e-5394a22cac64,42.61,2019-06-08,7,0.34,0.11,0.0606813403924058,0.6007719870297248
d64f99ec-6465-4102-a85f-c0819ec40623,200.0,2019-06-09,10,0.77,0.26,0.5638517449544294,0.9776961537598764
174e7dae-f329-4d56-a08c-e707c73ae84a,380.0,2019-03-15,4,0.11,0.82,0.38131642079654604,0.22464307091045177
fe40a0e4-1579-46b9-8c5f-f7c4837a562f,21.0,2019-06-13,1,0.06,0.09,0.6872429196821026,0.7793458869070745
2a079b2e-16f4-4e06-8b7b-2217aa7a9228,94.26,2019-03-30,6,0.93,0.93,0.42927572205986053,0.9844384390165364
f113d1b8-5c76-417f-b780-b207c1082431,57.58,2019-06-13,4,0.9,0.66,0.24003921896736724,0.3744608285477389
2ee89f8f-1537-475e-9381-61baf03903c8,155.0,2019-06-09,6,0.21,0.29,0.8837439655834021,0.4472286681396115
1899ffcd-982e-4bd0-82d1-fa8309ecfbf6,102.31,2019-03-12,2,0.03,0.25,0.5657646244865211,0.6826613462417682
60affe37-806f-4c08-b68b-5f43b6460296,7.14,2019-06-07,1,0.27,0.41,0.2824819268727389,0.5080972895744069
78e5173f-a6ba-4d66-9740-d8827aaaa415,85.0,2019-04-21,5,0.55,0.58,0.3477331554026589,0.23447932226879464
f1d3454e-90c1-4c2d-aa78-bf8f6d604031,55.0,2019-05-04,4,0.61,0.72,0.2324039070657864,0.6851483195348851
c9054ceb-1341-4a2d-afcf-285dd2eaf54d,44.51,2019-03-30,3,0.26,0.36,0.543005916798863,0.9571274488528374
f82bcd14-792b-4e88-b8d4-8854e0fbd121,62.16,2019-01-29,4,0.1,0.78,0.49429154270157427,0.8584463943996462
87ffaa71-ba38-4637-937b-68a50b986d00,35.82,2019-06-10,1,0.66,0.44,0.8382335524988677,0.35028309088963605
de56569a-ec3d-40aa-be0f-3361133b8d4d,25.02,2019-04-28,3,0.87,0.7,0.23006348438697355,0.2782400907239634
8c93266d-e42f-4155-9444-7d1b04ff81f5,260.0,2019-04-13,4,0.5,0.62,0.935022122162261,0.15113152932769358
ba54f406-7068-419b-9084-3c466fd0103f,280.0,2019-03-18,9,0.75,0.65,0.38057551487530106,0.8901073974274867
a4a771ea-c16e-4d27-ab77-0f4987a6efed,110.0,2019-03-18,4,0.17,0.2,0.8204046111881694,0.5621828193660581
30e6af95-cddb-484e-b750-bc353784fb58,320.0,2019-06-09,8,0.76,0.72,0.0036150930985907603,0.41559233965177156
7e743474-e007-4da8-8d87-b9176f779c0a,55.0,2019-06-14,4,0.05,0.81,0.9396306403830776,0.08517692366310226
6b73a12a-d48e-44cf-aa80-f00a63c6c2e3,14.12,2019-01-26,1,0.07,0.23,0.11981040259266307,0.4060923137947866
652360b6-0060-4a6d-821d-3e1f5c3ddab5,25.46,2019-04-19,2,0.74,0.2,0.535928492937408,0.8566867438197646
21218ec7-1eed-47c4-b21b-0f9de21715c5,24.59,2019-03-09,1,0.38,0.31,0.3538464171782223,0.4071435062549319
9f420d5c-adf7-441c-abee-f41942220f48,6.71,2019-01-01,1,0.7,0.83,0.6403119730824125,0.2840115969411767
b1c91db9-3383-457d-bc59-50bc93e1aafe,29.69,2019-04-22,1,0.47,0.33,0.25824691082066786,0.30093903560825397
a4402098-59ca-48f3-8d07-7440304f6a73,220.01,2019-06-08,12,0.31,0.06,0.7217649290334982,0.9277283938317519
2481ff2a-0c72-4bb6-8364-e1b081eb098b,135.0,2019-05-22,3,0.74,0.54,0.6104604622424648,0.06056307123991933
d23911ff-a7dd-4b6f-9065-37bf865d6c72,3.62,2019-06-16,1,0.49,0.29,0.21564466833482443,0.37801481263832093
f1dfd97a-d553-45e0-9ca9-f1a0ca514026,185.0,2019-05-03,6,0.44,0.03,0.48547059171515305,0.7347039098086515
99428308-df60-4f69-8ebc-10c858eeb319,84.0,2019-03-15,2,0.49,0.03,0.39880185761788645,0.7512931288663997
21bd05c4-a146-4bad-a64d-dcbbb144e301,7.28,2019-01-25,1,0.24,0.11,0.42194432245757585,0.7348492775358181
6a9fd707-7b98-4b3c-b4cf-cc051ebecd08,630.0,2019-06-16,8,0.63,0.9,0.8766139727441863,0.4054004447643935
88654ee1-1563-4c69-a3ef-2fbab2340b64,43.26,2019-06-14,1,0.85,0.69,0.47966627427609276,0.7144684257446842
a59ec446-17b8-4d8a-bf1b-add7a819a593,31.5,2019-05-22,1,0.35,0.04,0.13494213660014354,0.5387237934795736
6b1f37b1-5377-4010-91cd-caeb95276413,46.82,2019-04-19,5,0.92,0.67,0.9304134284137676,0.017557230005712632
5d5af20d-76a9-42f6-b607-06cdc10c8e04,420.0,2019-03-13,6,0.48,0.89,0.5209740414743065,0.3777584345619478
b044c295-e794-4b2c-beee-3f04ba200634,14.45,2019-04-14,1,0.22,0.09,0.240631580082469,0.12555909809147558
49c73817-62af-427d-8a9a-f6d0ca8c4cf4,121.72,2019-04-12,5,0.83,0.83,0.9216826154562289,0.28426814981211423
539dfa67-d139-40f1-9f12-576b09a558dd,43.39,2019-06-16,1,0.6,0.45,0.2784428744819869,0.2313174264216057
83c034c9-5517-4e3e-b33f-d890c308c539,85.0,2019-06-08,3,0.17,0.56,0.33933545571222745,0.7361721930425223
7dabd623-0cce-4d88-8836-918010d258e9,10.83,2019-04-14,2,0.85,0.65,0.5270041471445942,0.562103900170354
87877e89-6373-460f-88c4-608b12f00f0a,50.34,2019-01-17,2,0.71,0.52,0.06602284341092368,0.2536731014974877
0011c12f-7d4f-4574-ba97-f029d012bff3,290.0,2019-03-12,4,0.66,0.11,0.2314025430348413,0.06890702056685782
aba1ade3-8d83-4594-af92-a60e31dd3ffb,125.0,2019-03-26,10,0.28,0.63,0.5004760875116016,0.6961983871304998
da282cf0-4147-4b95-8906-65ef2d715279,74.36,2019-06-12,5,0.49,0.98,0.7448447375361564,0.7181113554377968
f9ac1998-e2e6-4a9d-a5a1-dd1a6bbfb1c2,64.38,2019-05-11,5,0.07,0.14,0.20237958084072893,0.4908820786581315
e3d7a67e-bfa1-4730-a1ce-3b26154dd86d,42.99,2019-06-08,1,0.53,0.08,0.20123582411172702,0.22899388763632056
fa0c49e5-8a0a-4131-a513-6ea5f15fd688,660.0,2019-06-09,13,0.96,0.28,0.6309260706900708,0.7070715529417902
632212b7-9aee-4cfe-a1ee-5f4176f42329,21.0,2019-05-03,1,0.56,0.62,0.7191161107096409,0.46733817157370827
d3422e2c-6fa0-477d-9a9d-75d228d19101,260.0,2019-01-27,2,0.72,0.39,0.1176212246217,0.24470013116388523
402befdc-d022-47bd-882c-b063e42ad55a,7.03,2019-01-21,1,0.01,0.45,0.44179948325581364,0.7155828724465731
e0ddb22b-861e-4602-a1cf-ba3607019af0,110.0,2019-02-14,4,0.1,0.57,0.7270694298556808,0.8161236754176359
396f5063-2112-4bb8-8569-642d9e3632d6,540.0,2019-03-29,21,0.97,0.53,0.6435994607253046,0.8018180146503072
2c9bc89c-ef9e-40d1-812b-ee7cff41b75a,125.0,2019-06-09,3,0.82,0.03,0.19282471543263302,0.9955194120940388
94b0f31a-b981-4e24-bf46-cfe95fefcfaa,21.55,2019-05-24,1,0.77,0.84,0.5074153302366846,0.08284480469883737
2b25f507-8f1a-4c0a-82b3-dd1dfc49c59e,10.07,2019-01-05,1,0.95,0.79,0.48226805683081875,0.9840768657604068
650559b9-6ba6-49a2-b500-7a446b7cf283,330.0,2019-06-13,8,0.17,0.64,0.4566400158521551,0.7531063972738231
32d2bfe9-180e-410f-97c1-d0fdca91fe34,7.11,2019-06-04,1,0.04,0.73,0.7036722386322739,0.6605007569890596
2ba8ba8b-dc1e-429b-bfe4-2f8d2f9cf837,509.82,2019-06-09,6,0.08,0.81,0.44318375514503383,0.5597676776363241
c08445b3-b54f-48da-9b4f-c3db72a8a968,59.47,2019-06-10,1,0.61,0.95,0.40999207123325365,0.5358488748354938
03c7c170-6e4e-4bc1-879f-fb3ff183b880,7.3,2019-03-22,1,0.56,0.69,0.869599367612136,0.07141826762874315
73f25ddb-8a40-4746-80af-b46d6aae927b,14.42,2019-05-26,1,0.92,0.19,0.9614552500184508,0.25200763601483855
5dbcbecd-c445-4d58-bfe8-f516107894fb,20.13,2019-01-09,1,0.7,0.32,0.25179496152821246,0.1942881828013604
60e99683-3809-4162-965a-4d2ae008b5e4,380.0,2019-06-11,11,0.97,0.89,0.7165569912469357,0.7920410894282526
6bd86bff-bcfb-4497-bfa6-77a6f05686bd,239.04,2019-06-11,17,0.81,0.21,0.8051627713358689,0.1352032248007896
db748cb8-1864-42a6-bd87-4d964ee2e8dd,119.5,2019-06-05,2,0.1,0.49,0.8727276953717044,0.5525074537621151
63786135-8e11-43e9-9f5a-f38dc0be3fe1,196.04,2019-06-11,7,0.96,0.35,0.9339740890128961,0.8284154501736984
221d09fd-5133-4116-810b-0f69522c3ddf,55.0,2019-05-06,4,0.08,0.4,0.8669813408907734,0.7821256613892758
be095644-92a9-45ba-9848-62a8a187427c,15.1,2019-01-05,2,0.02,0.58,0.615131540345346,0.133432559755999
55fa49ec-bebb-42f6-8d32-6241bba12d04,10.58,2019-03-12,2,0.68,0.07,0.8988003530236319,0.24517433417456447
699def11-48f9-4793-832c-bc2222123de7,59.47,2019-06-08,1,0.37,0.4,0.061417344063897206,0.029224386832471194
b66b5a27-a44e-4c49-bca7-b6e800b39814,95.0,2019-03-12,5,0.67,0.27,0.39184852435892137,0.846267236284147
954be2df-61d4-4c50-95d2-13190a853d75,320.0,2019-06-13,15,0.93,0.95,0.5517457234359152,0.5696857403779959
4c19b8d0-9a6c-4603-9622-94aa694f5a6d,67.08,2019-01-06,1,0.34,0.01,0.610272388104259,0.9029010724272646
8dc36892-5107-4b24-a533-dd52d59b5576,10.59,2019-01-26,2,0.2,1.0,0.5791787343661882,0.6777074875684337
94196dc8-886a-4016-9a07-00eaf53395b4,517.43,2019-06-13,26,0.56,0.16,0.34393095699589804,0.10859818590295234
a24f10ed-3314-463e-a639-6b2550e2a277,110.05,2019-04-05,6,0.25,0.91,0.9429744104798812,0.578899323286674
5cc1fbd1-8ee2-4a76-a200-ae7b6c557642,175.0,2019-02-24,3,0.31,0.58,0.2289020108819123,0.097266165236925
566586a5-689c-4aa0-aafc-be520e7e92fd,10.5,2019-01-27,1,0.32,0.6,0.007013779004610976,0.2292509832624009
06a9039b-6dae-443a-94b4-68265754acb9,350.0,2019-04-19,19,0.53,0.08,0.5986304885466643,0.07149385118171947
645c1757-b535-44d2-bcfd-c2110cdd73af,25.54,2019-06-15,1,0.38,0.6,0.29054491872876365,0.29964551508562554
860bddaa-a3fb-442e-9c92-174179380440,18.89,2019-03-26,2,0.83,0.92,0.6803379478652718,0.6733172651224789
091680ed-74eb-4021-bc5e-0e764d9b8ff4,520.0,2019-06-15,7,0.22,0.53,0.006100622957901702,0.8390155887071222
b13721e1-c88c-4d99-bc74-71f3f41cc31c,3.57,2019-05-13,1,0.21,0.66,0.4080261279663887,0.7994902857904944
81565038-8123-4b7a-b783-3e691c7d32a8,1180.0,2019-04-15,17,0.27,0.13,0.5420779146869925,0.17033993362368127
f21c0bbf-685c-4830-8e4a-1ea3e442b47c,55.0,2019-01-30,1,0.53,0.26,0.21537520218833273,0.047202130419054744
afe2d012-a08b-41c1-8f62-398076c1bf98,190.0,2019-05-14,5,0.59,0.13,0.10980423745796575,0.3948709459685127
2f13bf38-64da-46bc-9b4a-d6eb89624cc5,340.0,2019-06-16,7,0.94,0.82,0.5129721221624435,0.05923508767796282
c5393e5b-f2cf-46be-9ac8-ddb33c883cac,210.0,2019-03-12,5,0.19,0.43,0.03378691834338299,0.9927428601293082
55526797-db76-443c-9772-8303a27ca093,43.23,2019-03-25,1,0.25,0.1,0.6252675081531728,0.3211719861248754
b68bfd56-22dd-464c-8551-7ce1612cb558,65.07,2019-03-23,3,0.31,0.95,0.5248977275624466,0.8533137681491081
93940a95-c990-4dcf-9f54-1fad006a9a83,38.14,2019-04-30,4,0.19,0.97,0.058411993080005,0.21808725128400863
811f2013-95dd-4412-ac15-17d0c057e592,13.42,2019-01-06,1,0.91,0.66,0.1685512516919363,0.2159842801490992
4dc1c58a-2e63-4e77-a586-2be4ff25f61e,298.87,2019-06-16,6,0.7,0.57,0.2755005009953725,0.11713059696290395
55daa3e7-6f67-41a3-9973-5c686c8032e5,200.0,2019-06-03,6,0.43,0.76,0.02195345959622319,0.4899436871440309
276ba994-efd0-494a-b53b-4ab6590bc284,14.42,2019-05-26,1,0.85,0.88,0.4205536235399546,0.34856336387546616
9de9194f-6b61-4983-8701-c7f3ecea4ae3,21.36,2019-06-01,1,0.58,0.06,0.7811976416182956,0.4285569070727987
0e1ea5b3-1b6b-4bb4-b139-8c6ea41a34d7,189.7,2019-06-12,10,0.44,0.75,0.06103603991762807,0.7606467237233073
fad12e1d-3a94-4fff-bc8f-e0c812cddd7a,164.31,2019-06-09,4,0.73,0.63,0.22549213947158386,0.5205468902522209
fe9a3bf2-8506-4499-80e1-fa5c9a99dec3,63.0,2019-05-27,1,0.85,0.63,0.6364837292349828,0.12114989786802133
9b90ab77-235f-4dfa-800e-5b8864fdd29e,170.29,2019-02-07,10,0.94,0.37,0.4659426078300585,0.4752720183553145
e33c774e-52d3-4da5-86c8-3ce801a62c89,21.0,2019-06-15,1,0.03,0.81,0.32096990262585945,0.3042350888261426
bb2ddb7d-eb10-4225-b778-8dbf23400dd7,3.58,2019-06-10,1,0.61,0.91,0.579052625157307,0.28493584408471506
c1a4d8aa-6429-435a-b2a7-d03504511030,21.01,2019-05-04,1,0.79,0.33,0.4279971571101622,0.9517300214117437
8d9fd918-a0d2-4a3b-b885-c854c3b1297a,7.21,2019-03-23,1,0.54,0.92,0.3285397697038279,0.26079148249171313
bb2ab051-08b8-4c86-a70f-afe8046af601,14.24,2019-03-15,1,0.61,0.26,0.7480750963611634,0.7472047658737205
19483629-9393-4d7d-bb13-58bc5a712d23,17.44,2019-01-19,2,0.64,0.26,0.4322962426399617,0.6990087211075471
3ddc685c-6525-4fcc-851a-3380d4bab0f1,42.19,2019-03-08,1,0.13,0.7,0.29523426523240304,0.4003182567733763
3ef8b2f9-011c-49f5-9ef0-7f41e5dace04,10.83,2019-04-15,2,0.79,0.2,0.8574065547504881,0.10196936225452369
cb8d1268-b499-49e3-a7c7-590c042c4f00,3.48,2019-01-11,1,0.7,0.42,0.33210064036175635,0.12438295639148345
70b65b58-bf3a-46b3-95a3-4d21c481431f,14.07,2019-02-19,1,0.04,0.05,0.09375458306936257,0.02827037221770934
70f8eec6-765f-4f77-95cd-d55f098a3720,82.29,2019-04-04,3,0.92,0.86,0.6950779554928067,0.28655203256568895
40af2459-31c7-441e-870d-ca1a3c90178c,45.77,2019-06-14,3,0.09,0.4,0.262969642889606,0.37223840922386364
aefdc22d-79d6-46d4-a4f6-7cf363f48731,34.61,2019-06-14,3,0.51,0.68,0.17959218582041914,0.9352591123446288
9a55afdd-05fb-41c5-a365-f2d821ff20d8,14.44,2019-04-15,1,0.62,0.38,0.39581566949873515,0.33938610861472374
6fd3d64f-a49b-47e2-9bb3-59751c72d733,280.0,2019-06-08,5,0.43,0.43,0.23836143549092836,0.1296362811602756
847ea525-ac8e-456f-af7d-5c2c28fc797f,13.42,2019-01-04,1,0.43,0.79,0.0935979885901439,0.4439852826868026
6e1dc8c7-1996-4949-bc1e-6aa507b6bc27,59.07,2019-05-01,1,0.37,0.99,0.3788744881486219,0.6860297037371029
434b71b9-7ac7-4766-bfbd-aafdb4357877,10.78,2019-05-02,2,0.66,0.13,0.9282877818396331,0.723883917618448
b7fe3b9c-fe94-432f-9d1f-74adc43a9d04,29.89,2019-03-19,2,0.51,0.06,0.563250197885199,0.0580543336613063
15270a86-aaf9-49e7-a3ec-7f8f6f9a149b,50.14,2019-03-23,3,0.16,0.81,0.9925562244032221,0.07044410828568592
996e6242-e55a-4e45-9d75-d9649ebcb148,3.51,2019-03-09,1,0.42,0.46,0.6995805620511053,0.30235950670994716
cf51eb75-b98d-4e3a-8003-30566d893576,60.39,2019-01-03,3,0.3,0.05,0.2447383453139731,0.15442600540815854
9ba07d3b-735c-4ffb-8894-c79b94c8fa35,640.0,2019-06-12,19,0.32,0.43,0.7825014754445253,0.7493220302433488
c3c599fc-1c98-4e05-87cb-ab78bc7a2344,49.93,2019-05-21,1,0.33,0.08,0.5861931214532077,0.5117338615822126
affd10ca-34a1-4e24-9a7b-55bbea9c308a,21.26,2019-03-13,1,0.63,0.33,0.6976243762601199,0.7049335033772113
c8af89fd-f723-48ed-8ab9-5b35af4b1cb0,7.21,2019-04-12,1,0.84,0.84,0.38895560613598945,0.759635374237016
faf8683a-81d7-4d58-b7e8-c708d89124ff,13.89,2019-01-16,1,0.34,0.11,0.43146576669848635,0.23222449871696982
19e9db64-73ec-4362-bda0-d420322f0cd5,129.12,2019-06-09,2,0.85,0.04,0.9610938080746657,0.3659838278944578
8bede725-770b-477c-973f-e6c850527350,214.41,2019-04-14,4,0.83,0.19,0.5575849431559672,0.2777022270259636
58c40cce-c16f-405e-b311-260cc44a4ca6,14.29,2019-06-07,1,0.08,0.1,0.402567910924134,0.5795156575149847
76d03cba-a506-45f5-8dc5-288c3192c33d,42.51,2019-03-13,1,0.95,0.04,0.6502282932361825,0.982433066930854
070db8b1-ba1c-4537-b835-7afa065165f9,10.5,2019-03-10,1,0.1,0.03,0.40120340134005583,0.004747228348121912
f311481a-126c-45ed-9404-56ff8d5de064,130.0,2019-06-15,3,0.95,0.49,0.9462069896956518,0.7901778785473329
eb25f5ba-a4a2-4272-87a5-f1d7ceb2159f,100.03,2019-03-21,4,0.62,0.08,0.3391775331929431,0.4375470690174219
8109147d-9b2f-4e7a-824b-85c91652bea1,20.09,2019-01-26,1,0.16,0.96,0.2422311655271534,0.4517147568982075
2ddae663-9e21-492a-93fc-482f2984bedc,28.58,2019-03-22,2,0.79,0.04,0.9849693719737131,0.7318833302696313
cec4422e-2630-487b-bf48-b911e23f3d39,26.26,2019-05-16,2,0.62,0.96,0.8130352744805613,0.025111382195453724
85ee701a-9f9e-462d-96c1-090b39b7c0dd,105.0,2019-05-04,6,0.38,0.27,0.223709523864975,0.019632166797616035
59c9a868-cd8d-4675-a8a0-e9e43511242c,20.01,2019-06-14,1,0.74,0.4,0.12603956228111235,0.8693369927401391
cd06511c-51bc-4693-bd79-95e2aa4d4c05,7.12,2019-04-06,1,0.58,0.81,0.28954553730117394,0.30364436770664516
5a6b1e90-587b-4cf7-aefa-9e5a906f9e2f,21.82,2019-04-13,2,0.67,0.17,0.8702655966995294,0.5090044497230657
9f26e5b2-b907-440a-b5ab-0d241b6765bd,360.0,2019-06-09,3,0.15,0.65,0.6797361760231893,0.36640788245425304
c011ffda-cc5c-4306-8e81-d73a57f2a77b,21.56,2019-06-15,2,0.14,0.35,0.6096237149448593,0.8901187280309876
f75f44b4-c4e3-48d2-b731-7b86f7eec2b3,239.59,2019-03-19,1,0.23,0.31,0.8728378430265142,0.9998750029243593
c66b0874-5dd1-46d7-82d6-12596f89aaf8,14.45,2019-04-13,1,0.47,0.25,0.4223163368596099,0.8883740860459238
e674de15-0d97-4f2b-bb5d-113b3271a566,297.67,2019-06-07,5,0.96,0.37,0.7765797512052277,0.578672688014268
58a01e27-2988-4129-8e98-7feb99f4d5ae,13.89,2019-01-10,1,0.03,0.77,0.03127676937123358,0.8463021515357226
58a71098-727e-40d0-a6f9-db602728ad35,3.54,2019-03-13,1,0.97,0.21,0.04531095610587532,0.8466931795991354
9daa00b8-a211-4b76-9f84-7709083f9f3f,360.0,2019-04-07,5,0.25,0.84,0.8223390942022009,0.3155195544603372
95cc2a42-31bb-474b-86bc-4b07499b754a,83.5,2019-04-02,4,0.02,0.73,0.021756146510685914,0.6735834031376163
8c824a34-7be1-45a8-b259-23a4c933af86,49.8,2019-03-02,3,0.66,0.28,0.6925837799705172,0.9505828378149505
5dc6e172-07b9-415a-821f-d986ca8bb02b,29.55,2019-05-25,1,0.77,0.64,0.19574453144808368,0.38634376763928846
953eb0f9-6f3b-44c8-ac1e-d85ea8726827,63.99,2019-06-13,2,0.53,1.0,0.7314571592938599,0.93336881167944
16a4484d-e0d5-4b1c-8e0b-f5e0fa3cf9a2,380.0,2019-06-09,5,0.3,0.16,0.1100650534746408,0.5295043488466341
cd0e7a89-e7d6-476d-b85c-e5b3d17555b5,20.12,2019-01-04,1,0.09,0.48,0.4020068744102083,0.7608410245385681
fc1f379b-2df6-4781-ab41-2795d38a0ecc,28.58,2019-06-16,4,0.85,0.82,0.7420975464857456,0.5190491305784177
eb17af4c-7803-47f1-953b-4f265678e4fa,20.29,2019-01-12,1,0.91,0.51,0.7603997417761069,0.1825735892722784
3aeaee14-3f0c-49cc-b110-6b79400f6cb9,7.15,2019-03-17,1,0.9,0.58,0.6677487333402783,0.550344568960566
f1812a2b-dafe-4d1b-a53f-aa565394a407,230.0,2019-03-23,4,0.61,0.7,0.7424061798594666,0.38334269176237656
08cb61c4-03f2-431c-9b8e-2e3aa5af3281,185.05,2019-06-12,8,0.78,0.28,0.2096857892699392,0.7066965994388393
a46826f9-2924-408c-b500-471176401fe6,290.0,2019-06-09,11,0.14,0.84,0.020600916019255955,0.9886896947722343
82e7dcb5-8942-48ab-9a35-541a891ad081,21.7,2019-06-16,1,0.38,0.63,0.6845133337003834,0.8938719053402518
437e1fb7-59cf-4100-bf86-f85fa55cf700,21.0,2019-05-29,1,0.14,0.64,0.15180829080688552,0.5051159445155822
fa80437e-1d9d-4c08-aae2-222c30484868,24.78,2019-03-15,3,0.66,0.3,0.9229405526395246,0.7047926512459829
0c4eb26b-9c06-4814-8046-9ab59b78cf0c,280.0,2019-06-11,4,0.36,0.38,0.8315347258466644,0.7114862110161102
